"Fecha Tiempo, GMT-05:00","Tipo K, °C (SEN S/N: 21654195, LBL: T 3p)","Tipo T, °C (SEN S/N: 21654195, LBL: T 3c)","Tipo T, °C (SEN S/N: 21654195, LBL: T 3iv)","Tipo T, °C (SEN S/N: 21654195, LBL: T 3ev)"
12/26/23 11:00:00,116.07,104.26,95.27,39.62
12/26/23 11:01:00,116.51,104.46,95.38,38.75
12/26/23 11:02:00,116.73,104.91,95.44,38.25
12/26/23 11:03:00,116.84,104.77,95.37,40.77
12/26/23 11:04:00,116.98,105.25,95.52,38.29
12/26/23 11:05:00,117.16,105.81,95.72,39.22
12/26/23 11:06:00,117.19,105.62,95.67,39.63
12/26/23 11:07:00,117.45,106.14,95.93,40.60
12/26/23 11:08:00,117.88,106.35,96.16,40.11
12/26/23 11:09:00,118.25,106.69,96.63,41.60
12/26/23 11:10:00,118.72,107.08,96.89,40.21
12/26/23 11:11:00,119.14,107.86,97.06,38.21
12/26/23 11:12:00,119.36,107.69,97.24,40.88
12/26/23 11:13:00,119.53,107.28,96.98,40.80
12/26/23 11:14:00,119.39,107.55,96.67,41.75
12/26/23 11:15:00,119.29,106.96,96.43,39.73
12/26/23 11:16:00,118.90,106.30,96.09,39.77
12/26/23 11:17:00,118.43,105.94,95.46,39.85
12/26/23 11:18:00,118.09,105.55,95.32,60.41
12/26/23 11:19:00,117.79,105.74,95.32,59.44
12/26/23 11:20:00,117.79,106.51,95.80,62.23
12/26/23 11:21:00,118.27,106.76,96.33,62.42
12/26/23 11:22:00,118.80,107.90,96.85,63.45
12/26/23 11:23:00,119.38,107.84,96.87,64.14
12/26/23 11:24:00,119.76,108.44,96.85,64.32
12/26/23 11:25:00,120.14,108.46,97.22,63.40
12/26/23 11:26:00,120.66,109.06,97.36,64.10
12/26/23 11:27:00,121.03,109.36,97.99,63.88
12/26/23 11:28:00,121.57,109.49,98.22,64.67
12/26/23 11:29:00,122.04,110.57,98.48,63.79
12/26/23 11:30:00,122.50,109.95,98.64,63.63
12/26/23 11:31:00,122.85,110.55,98.70,63.92
12/26/23 11:32:00,123.14,110.71,98.94,64.40
12/26/23 11:33:00,123.60,111.61,99.33,64.69
12/26/23 11:34:00,124.00,111.99,99.66,64.40
12/26/23 11:35:00,124.16,112.61,99.84,65.12
12/26/23 11:36:00,124.41,112.52,99.95,65.32
12/26/23 11:37:00,124.62,111.65,100.11,65.62
12/26/23 11:38:00,124.72,112.11,99.94,66.26
12/26/23 11:39:00,124.15,110.01,98.37,66.24
12/26/23 11:40:00,122.57,107.72,96.52,64.69
12/26/23 11:41:00,120.90,106.31,95.18,63.32
12/26/23 11:42:00,119.18,104.84,93.97,62.58
12/26/23 11:43:00,117.99,105.09,93.89,62.57
12/26/23 11:44:00,117.13,104.99,93.43,62.69
12/26/23 11:45:00,116.62,104.63,93.38,63.35
12/26/23 11:46:00,116.50,104.88,93.63,62.55
12/26/23 11:47:00,116.86,105.91,94.06,62.53
12/26/23 11:48:00,117.33,105.94,94.47,62.29
12/26/23 11:49:00,117.78,106.18,94.71,63.02
12/26/23 11:50:00,118.25,106.76,95.01,62.09
12/26/23 11:51:00,118.61,106.38,94.88,61.74
12/26/23 11:52:00,118.98,107.17,95.33,61.47
12/26/23 11:53:00,119.48,107.37,95.55,61.17
12/26/23 11:54:00,119.84,107.83,95.64,61.79
12/26/23 11:55:00,120.14,108.64,95.89,62.74
12/26/23 11:56:00,120.57,108.36,96.28,62.79
12/26/23 11:57:00,121.10,108.19,96.80,62.84
12/26/23 11:58:00,121.58,109.12,97.12,63.25
12/26/23 11:59:00,121.48,108.54,96.76,63.10
12/26/23 12:00:00,121.66,107.88,96.69,62.55
12/26/23 12:01:00,121.28,108.26,96.20,63.17
12/26/23 12:02:00,121.03,107.59,96.04,62.52
12/26/23 12:03:00,120.54,107.53,95.49,62.62
12/26/23 12:04:00,120.01,106.28,95.07,62.08
12/26/23 12:05:00,119.23,105.55,94.27,62.39
12/26/23 12:06:00,118.43,105.58,93.86,62.32
12/26/23 12:07:00,118.01,105.35,93.75,61.71
12/26/23 12:08:00,117.71,105.08,93.72,61.45
12/26/23 12:09:00,117.02,103.11,93.27,59.35
12/26/23 12:10:00,116.70,103.31,92.85,59.28
12/26/23 12:11:00,116.30,102.83,92.92,58.77
12/26/23 12:12:00,116.14,102.74,93.06,58.51
12/26/23 12:13:00,116.22,103.08,93.02,59.04
12/26/23 12:14:00,116.23,103.62,92.57,59.04
12/26/23 12:15:00,115.90,102.93,91.92,59.71
12/26/23 12:16:00,115.52,102.73,91.52,60.26
12/26/23 12:17:00,115.16,102.09,91.27,58.86
12/26/23 12:18:00,114.89,102.13,91.09,59.31
12/26/23 12:19:00,114.47,101.02,90.65,58.52
12/26/23 12:20:00,113.75,100.12,89.87,58.40
12/26/23 12:21:00,112.92,99.51,89.21,58.04
12/26/23 12:22:00,112.09,98.73,89.02,57.14
12/26/23 12:23:00,111.59,98.38,88.62,57.94
12/26/23 12:24:00,111.18,98.70,88.40,57.51
12/26/23 12:25:00,110.94,98.73,88.37,57.83
12/26/23 12:26:00,110.76,97.90,88.66,56.87
12/26/23 12:27:00,111.12,98.81,88.81,57.62
12/26/23 12:28:00,111.23,97.85,88.97,56.64
12/26/23 12:29:00,111.57,98.84,89.06,57.59
12/26/23 12:30:00,111.71,99.09,89.01,57.51
12/26/23 12:31:00,111.84,99.26,88.86,58.54
12/26/23 12:32:00,111.47,98.21,88.48,57.94
12/26/23 12:33:00,111.10,97.86,87.94,57.47
12/26/23 12:34:00,110.52,97.21,87.69,56.82
12/26/23 12:35:00,110.37,97.54,87.67,57.69
12/26/23 12:36:00,110.05,96.81,87.44,56.98
12/26/23 12:37:00,109.77,96.59,87.26,56.93
12/26/23 12:38:00,109.57,96.82,87.21,57.84
12/26/23 12:39:00,109.37,96.78,86.77,56.62
12/26/23 12:40:00,108.78,96.24,86.41,56.12
12/26/23 12:41:00,108.72,96.25,86.13,56.30
12/26/23 12:42:00,108.53,96.04,86.41,56.84
12/26/23 12:43:00,108.40,95.88,86.22,57.62
12/26/23 12:44:00,107.95,94.72,86.09,56.06
12/26/23 12:45:00,107.86,95.27,85.84,56.68
12/26/23 12:46:00,107.60,94.85,85.62,56.44
12/26/23 12:47:00,107.03,94.09,84.90,54.95
12/26/23 12:48:00,106.34,93.22,84.13,54.87
12/26/23 12:49:00,105.42,92.70,83.18,53.96
12/26/23 12:50:00,104.54,91.50,82.61,53.41
12/26/23 12:51:00,103.93,91.41,82.22,53.71
12/26/23 12:52:00,103.11,90.14,81.67,52.42
12/26/23 12:53:00,102.37,89.58,81.05,52.68
12/26/23 12:54:00,101.67,89.38,80.46,52.59
12/26/23 12:55:00,100.95,88.93,79.78,52.81
12/26/23 12:56:00,100.20,87.96,79.27,52.09
12/26/23 12:57:00,99.47,87.18,78.68,51.67
12/26/23 12:58:00,98.56,86.50,78.11,51.18
12/26/23 12:59:00,97.94,86.20,77.64,51.41
12/26/23 13:00:00,97.38,85.82,77.28,51.67
12/26/23 13:01:00,96.77,85.21,76.59,51.84
12/26/23 13:02:00,96.24,84.79,76.19,51.95
12/26/23 13:03:00,95.61,84.30,75.85,50.85
12/26/23 13:04:00,95.11,83.66,75.43,50.68
12/26/23 13:05:00,94.58,83.56,75.12,50.68
12/26/23 13:06:00,94.15,83.26,74.70,50.67
12/26/23 13:07:00,93.66,82.79,74.44,50.57
12/26/23 13:08:00,93.23,82.40,74.08,49.82
12/26/23 13:09:00,92.86,81.98,73.70,50.10
12/26/23 13:10:00,92.44,81.25,73.30,49.26
12/26/23 13:11:00,92.01,81.23,73.04,49.38
12/26/23 13:12:00,91.68,81.13,72.76,48.89
12/26/23 13:13:00,91.28,80.66,72.42,49.17
12/26/23 13:14:00,90.88,80.13,72.10,48.01
12/26/23 13:15:00,90.56,79.90,71.72,48.52
12/26/23 13:16:00,90.14,79.56,71.46,48.04
12/26/23 13:17:00,89.76,79.24,71.08,48.19
12/26/23 13:18:00,89.42,78.88,70.75,47.71
12/26/23 13:19:00,89.00,78.50,70.41,47.53
12/26/23 13:20:00,88.72,78.32,70.14,47.30
12/26/23 13:21:00,88.39,77.86,69.91,47.01
12/26/23 13:22:00,87.94,77.71,69.51,47.18
12/26/23 13:23:00,87.59,77.39,69.22,46.63
12/26/23 13:24:00,87.23,77.11,68.96,46.55
12/26/23 13:25:00,86.93,76.98,68.68,46.56
12/26/23 13:26:00,86.49,76.29,68.33,46.39
12/26/23 13:27:00,86.20,76.16,68.01,46.42
12/26/23 13:28:00,85.87,76.06,67.75,46.49
12/26/23 13:29:00,85.43,75.39,67.55,46.43
12/26/23 13:30:00,85.11,75.17,67.29,46.68
12/26/23 13:31:00,84.82,75.01,67.09,46.63
12/26/23 13:32:00,84.48,74.58,66.79,45.92
12/26/23 13:33:00,84.11,74.15,66.58,45.94
12/26/23 13:34:00,83.80,74.05,66.30,45.99
12/26/23 13:35:00,83.45,73.82,66.14,46.35
12/26/23 13:36:00,83.05,73.41,65.96,45.99
12/26/23 13:37:00,82.83,73.17,65.73,45.58
12/26/23 13:38:00,82.47,73.21,65.51,45.46
12/26/23 13:39:00,82.15,72.74,65.28,45.33
12/26/23 13:40:00,81.88,72.45,65.02,44.67
12/26/23 13:41:00,81.61,71.88,64.80,44.11
12/26/23 13:42:00,81.34,71.92,64.67,44.49
12/26/23 13:43:00,81.09,71.93,64.44,44.75
12/26/23 13:44:00,80.77,71.30,64.16,44.02
12/26/23 13:45:00,80.58,71.14,64.00,44.04
12/26/23 13:46:00,80.38,71.08,63.79,44.40
12/26/23 13:47:00,80.06,70.58,63.55,43.64
12/26/23 13:48:00,79.90,70.85,63.44,43.69
12/26/23 13:49:00,79.66,70.57,63.32,44.05
12/26/23 13:50:00,79.49,70.20,63.16,43.78
12/26/23 13:51:00,79.31,70.35,63.04,44.15
12/26/23 13:52:00,79.20,70.31,62.98,44.09
12/26/23 13:53:00,79.08,70.20,62.91,44.02
12/26/23 13:54:00,78.99,70.01,62.86,44.13
12/26/23 13:55:00,78.91,70.00,62.93,44.02
12/26/23 13:56:00,78.77,69.87,62.81,44.32
12/26/23 13:57:00,78.72,69.87,62.80,44.24
12/26/23 13:58:00,78.72,69.96,62.93,44.24
12/26/23 13:59:00,78.73,70.07,62.88,44.39
12/26/23 14:00:00,78.67,70.15,62.90,44.20
12/26/23 14:01:00,78.81,70.33,62.92,44.07
12/26/23 14:02:00,78.92,70.58,63.03,43.94
12/26/23 14:03:00,78.98,70.66,62.99,43.47
12/26/23 14:04:00,79.33,71.37,63.20,43.94
12/26/23 14:05:00,79.58,71.87,63.28,43.77
12/26/23 14:06:00,79.87,71.54,63.24,43.71
12/26/23 14:07:00,80.13,71.91,63.37,43.55
12/26/23 14:08:00,80.24,72.08,63.22,43.55
12/26/23 14:09:00,80.33,72.48,63.27,43.84
12/26/23 14:10:00,80.43,72.39,63.48,44.35
12/26/23 14:11:00,80.58,72.32,63.56,44.63
12/26/23 14:12:00,80.66,72.71,63.52,44.31
12/26/23 14:13:00,80.56,71.88,63.51,43.47
12/26/23 14:14:00,80.57,71.77,63.27,43.61
12/26/23 14:15:00,80.30,71.85,63.18,43.52
12/26/23 14:16:00,80.13,71.39,63.13,43.41
12/26/23 14:17:00,79.84,70.84,63.11,43.51
12/26/23 14:18:00,79.56,70.56,62.90,43.70
12/26/23 14:19:00,79.26,70.69,62.86,43.55
12/26/23 14:20:00,78.99,70.29,62.73,43.41
12/26/23 14:21:00,78.83,70.13,62.49,43.56
12/26/23 14:22:00,78.63,69.96,62.45,43.77
12/26/23 14:23:00,78.37,69.74,62.33,43.40
12/26/23 14:24:00,78.16,69.57,62.19,43.37
12/26/23 14:25:00,77.95,69.49,62.04,43.51
12/26/23 14:26:00,77.65,68.97,61.81,43.67
12/26/23 14:27:00,77.45,68.93,61.79,43.71
12/26/23 14:28:00,77.17,68.77,61.58,43.06
12/26/23 14:29:00,76.88,68.56,61.33,43.32
12/26/23 14:30:00,76.66,68.32,61.14,43.45
12/26/23 14:31:00,76.34,67.87,61.11,42.86
12/26/23 14:32:00,76.07,67.77,60.89,42.83
12/26/23 14:33:00,75.72,67.12,60.59,42.89
12/26/23 14:34:00,75.44,67.03,60.49,42.82
12/26/23 14:35:00,75.17,66.54,60.29,42.68
12/26/23 14:36:00,74.84,66.46,60.07,42.57
12/26/23 14:37:00,74.54,66.10,59.88,42.42
12/26/23 14:38:00,74.24,65.79,59.56,41.82
12/26/23 14:39:00,74.02,65.64,59.47,41.59
12/26/23 14:40:00,73.75,65.34,59.13,41.09
12/26/23 14:41:00,73.51,65.23,58.99,41.55
12/26/23 14:42:00,73.30,65.05,58.77,41.38
12/26/23 14:43:00,73.10,65.05,58.57,40.84
12/26/23 14:44:00,72.91,64.50,58.42,40.55
12/26/23 14:45:00,72.65,64.45,58.24,40.34
12/26/23 14:46:00,72.42,64.17,58.00,40.33
12/26/23 14:47:00,72.17,63.99,57.78,39.69
12/26/23 14:48:00,72.00,63.86,57.49,40.03
12/26/23 14:49:00,71.81,63.73,57.41,40.34
12/26/23 14:50:00,71.62,63.63,57.24,40.46
12/26/23 14:51:00,71.39,63.40,57.02,40.20
12/26/23 14:52:00,71.20,63.27,56.97,40.27
12/26/23 14:53:00,71.06,63.04,56.81,40.14
12/26/23 14:54:00,70.84,62.91,56.60,39.95
12/26/23 14:55:00,70.66,62.77,56.50,39.63
12/26/23 14:56:00,70.45,62.45,56.23,39.38
12/26/23 14:57:00,70.20,62.37,56.02,39.02
12/26/23 14:58:00,70.02,62.01,55.83,39.05
12/26/23 14:59:00,69.74,61.93,55.60,39.20
12/26/23 15:00:00,69.42,61.50,55.28,38.60
12/26/23 15:01:00,69.24,61.61,55.10,38.82
12/26/23 15:02:00,69.00,61.62,54.94,38.94
12/26/23 15:03:00,68.73,61.26,54.59,38.62
12/26/23 15:04:00,68.52,61.24,54.47,38.93
12/26/23 15:05:00,68.41,61.34,54.41,39.18
12/26/23 15:06:00,68.22,61.26,54.25,38.95
12/26/23 15:07:00,68.06,60.92,54.10,38.55
12/26/23 15:08:00,67.75,60.57,53.72,38.17
12/26/23 15:09:00,67.61,60.98,53.69,38.00
12/26/23 15:10:00,67.50,60.93,53.59,37.45
12/26/23 15:11:00,67.28,61.07,53.43,37.69
12/26/23 15:12:00,67.10,60.72,53.24,38.10
12/26/23 15:13:00,66.97,60.57,53.16,37.73
12/26/23 15:14:00,66.75,60.87,53.01,38.12
12/26/23 15:15:00,66.65,60.33,53.03,37.57
12/26/23 15:16:00,66.40,60.20,52.83,37.92
12/26/23 15:17:00,66.28,59.86,52.65,37.79
12/26/23 15:18:00,66.10,59.65,52.57,37.58
12/26/23 15:19:00,65.85,59.43,52.55,37.33
12/26/23 15:20:00,65.75,59.46,52.44,37.72
12/26/23 15:21:00,65.60,59.28,52.35,37.91
12/26/23 15:22:00,65.47,59.25,52.33,37.99
12/26/23 15:23:00,65.35,58.98,52.36,37.44
12/26/23 15:24:00,65.31,59.00,52.30,37.92
12/26/23 15:25:00,65.25,59.20,52.30,38.07
12/26/23 15:26:00,65.25,59.48,52.31,38.38
12/26/23 15:27:00,65.30,59.60,52.35,38.68
12/26/23 15:28:00,65.38,59.87,52.52,38.65
12/26/23 15:29:00,65.45,60.01,52.55,38.69
12/26/23 15:30:00,65.49,60.26,52.56,38.74
12/26/23 15:31:00,65.53,60.56,52.70,38.90
12/26/23 15:32:00,65.55,60.64,52.75,38.60
12/26/23 15:33:00,65.68,60.42,52.93,37.91
12/26/23 15:34:00,65.64,60.40,53.00,37.88
12/26/23 15:35:00,65.65,60.94,52.90,38.03
12/26/23 15:36:00,65.64,60.85,52.85,38.19
12/26/23 15:37:00,65.49,60.59,52.73,38.52
12/26/23 15:38:00,65.40,60.49,52.69,38.98
12/26/23 15:39:00,65.27,60.21,52.64,38.60
12/26/23 15:40:00,65.15,60.21,52.56,38.68
12/26/23 15:41:00,64.97,59.83,52.39,38.84
12/26/23 15:42:00,64.84,60.02,52.42,38.82
12/26/23 15:43:00,64.64,59.74,52.32,38.01
12/26/23 15:44:00,64.46,59.53,52.12,37.59
12/26/23 15:45:00,64.26,59.33,51.94,37.91
12/26/23 15:46:00,63.90,58.54,51.70,37.86
12/26/23 15:47:00,63.64,58.10,51.44,37.59
12/26/23 15:48:00,63.32,57.83,51.16,37.12
12/26/23 15:49:00,63.06,57.33,50.87,36.79
12/26/23 15:50:00,62.75,56.85,50.67,36.65
12/26/23 15:51:00,62.40,56.50,50.32,36.67
12/26/23 15:52:00,62.08,56.28,50.05,36.95
12/26/23 15:53:00,61.82,55.80,49.80,36.78
12/26/23 15:54:00,61.60,55.55,49.64,36.73
12/26/23 15:55:00,61.24,55.32,49.37,36.82
12/26/23 15:56:00,61.03,55.06,49.12,36.68
12/26/23 15:57:00,60.78,54.71,49.04,36.61
12/26/23 15:58:00,60.50,54.50,48.76,36.45
12/26/23 15:59:00,60.30,54.13,48.61,36.32
12/26/23 16:00:00,60.02,54.00,48.45,35.98
12/26/23 16:01:00,59.73,53.69,48.22,35.83
12/26/23 16:02:00,59.49,53.47,48.01,35.75
12/26/23 16:03:00,59.24,53.20,47.81,35.65
12/26/23 16:04:00,59.00,53.00,47.60,35.55
12/26/23 16:05:00,58.72,52.61,47.34,35.59
12/26/23 16:06:00,58.39,52.35,47.19,35.34
12/26/23 16:07:00,58.21,52.26,46.96,35.05
12/26/23 16:08:00,57.94,51.99,46.84,34.97
12/26/23 16:09:00,57.74,51.78,46.70,34.70
12/26/23 16:10:00,57.51,51.57,46.47,34.70
12/26/23 16:11:00,57.25,51.39,46.22,34.63
12/26/23 16:12:00,57.03,51.14,46.10,34.34
12/26/23 16:13:00,56.87,51.00,45.87,33.98
12/26/23 16:14:00,56.55,50.75,45.77,34.09
12/26/23 16:15:00,56.37,50.62,45.54,33.96
12/26/23 16:16:00,56.15,50.45,45.40,33.75
12/26/23 16:17:00,55.93,50.09,45.27,33.61
12/26/23 16:18:00,55.69,49.98,45.13,33.68
12/26/23 16:19:00,55.48,49.76,44.85,33.61
12/26/23 16:20:00,55.30,49.37,44.63,33.53
12/26/23 16:21:00,55.09,49.20,44.49,33.58
12/26/23 16:22:00,54.79,49.04,44.28,33.53
12/26/23 16:23:00,54.52,48.78,44.07,33.14
12/26/23 16:24:00,54.32,48.58,43.85,33.01
12/26/23 16:25:00,54.05,48.37,43.67,32.84
12/26/23 16:26:00,53.80,48.11,43.41,32.64
12/26/23 16:27:00,53.53,47.95,43.22,32.36
12/26/23 16:28:00,53.32,47.87,43.08,32.42
12/26/23 16:29:00,53.14,47.70,42.86,32.50
12/26/23 16:30:00,52.88,47.42,42.75,32.39
12/26/23 16:31:00,52.68,47.34,42.56,32.42
12/26/23 16:32:00,52.46,47.11,42.41,32.46
12/26/23 16:33:00,52.24,47.01,42.30,32.54
12/26/23 16:34:00,51.99,46.76,42.11,32.52
12/26/23 16:35:00,51.88,46.58,42.04,32.58
12/26/23 16:36:00,51.65,46.35,41.87,32.43
12/26/23 16:37:00,51.47,46.22,41.82,32.11
12/26/23 16:38:00,51.24,46.04,41.66,31.82
12/26/23 16:39:00,50.99,45.77,41.55,31.71
12/26/23 16:40:00,50.83,45.73,41.38,31.69
12/26/23 16:41:00,50.63,45.52,41.20,31.65
12/26/23 16:42:00,50.50,45.55,41.06,31.57
12/26/23 16:43:00,50.32,45.23,40.89,31.03
12/26/23 16:44:00,50.06,44.80,40.64,30.55
12/26/23 16:45:00,49.88,44.78,40.50,30.53
12/26/23 16:46:00,49.65,44.53,40.28,30.39
12/26/23 16:47:00,49.51,44.55,40.13,30.41
12/26/23 16:48:00,49.27,44.28,40.00,30.25
12/26/23 16:49:00,49.09,44.09,39.80,30.18
12/26/23 16:50:00,48.83,43.91,39.62,30.25
12/26/23 16:51:00,48.65,43.72,39.46,30.21
12/26/23 16:52:00,48.44,43.43,39.25,30.35
12/26/23 16:53:00,48.25,43.42,39.12,30.37
12/26/23 16:54:00,48.01,43.11,38.91,30.05
12/26/23 16:55:00,47.75,42.92,38.68,29.94
12/26/23 16:56:00,47.51,42.67,38.50,29.73
12/26/23 16:57:00,47.29,42.62,38.32,29.70
12/26/23 16:58:00,47.03,42.39,38.16,29.63
12/26/23 16:59:00,46.79,42.07,37.98,29.47
12/26/23 17:00:00,46.54,41.98,37.81,29.49
12/26/23 17:01:00,46.32,41.82,37.65,29.36
12/26/23 17:02:00,46.06,41.48,37.43,29.13
12/26/23 17:03:00,45.88,41.35,37.31,29.03
12/26/23 17:04:00,45.66,41.24,37.12,28.81
12/26/23 17:05:00,45.42,41.10,36.92,28.77
12/26/23 17:06:00,45.24,40.88,36.81,28.85
12/26/23 17:07:00,45.04,40.71,36.64,28.81
12/26/23 17:08:00,44.82,40.39,36.43,28.45
12/26/23 17:09:00,44.60,40.11,36.29,28.08
12/26/23 17:10:00,44.46,40.17,36.13,28.10
12/26/23 17:11:00,44.30,39.90,35.97,28.05
12/26/23 17:12:00,44.07,39.76,35.87,27.73
12/26/23 17:13:00,43.81,39.54,35.65,27.46
12/26/23 17:14:00,43.67,39.40,35.46,27.51
12/26/23 17:15:00,43.49,39.42,35.33,27.57
12/26/23 17:16:00,43.30,39.14,35.18,27.51
12/26/23 17:17:00,43.17,39.11,35.03,27.49
12/26/23 17:18:00,43.00,38.97,34.95,27.36
12/26/23 17:19:00,42.82,38.73,34.79,27.29
12/26/23 17:20:00,42.66,38.58,34.63,27.11
12/26/23 17:21:00,42.50,38.47,34.50,27.02
12/26/23 17:22:00,42.38,38.42,34.37,27.00
12/26/23 17:23:00,42.18,38.33,34.27,26.99
12/26/23 17:24:00,41.99,38.05,34.15,26.95
12/26/23 17:25:00,41.85,37.78,34.00,26.83
12/26/23 17:26:00,41.68,37.66,33.89,26.70
12/26/23 17:27:00,41.51,37.57,33.68,26.48
12/26/23 17:28:00,41.28,37.41,33.56,26.40
12/26/23 17:29:00,41.11,37.25,33.39,26.25
12/26/23 17:30:00,40.93,36.76,33.21,26.04
12/26/23 17:31:00,40.75,36.82,33.10,25.93
12/26/23 17:32:00,40.55,36.70,32.94,25.89
12/26/23 17:33:00,40.42,36.54,32.84,25.84
12/26/23 17:34:00,40.21,36.38,32.65,25.61
12/26/23 17:35:00,40.08,36.08,32.54,25.61
12/26/23 17:36:00,39.92,36.14,32.43,25.61
12/26/23 17:37:00,39.77,35.94,32.28,25.47
12/26/23 17:38:00,39.60,35.74,32.15,25.51
12/26/23 17:39:00,39.42,35.59,32.03,25.42
12/26/23 17:40:00,39.26,35.52,31.93,25.50
12/26/23 17:41:00,39.07,35.34,31.82,25.25
12/26/23 17:42:00,38.92,35.13,31.71,25.13
12/26/23 17:43:00,38.76,34.96,31.56,25.01
12/26/23 17:44:00,38.58,34.94,31.48,24.93
12/26/23 17:45:00,38.44,34.64,31.30,24.85
12/26/23 17:46:00,38.31,34.65,31.20,24.86
12/26/23 17:47:00,38.14,34.58,31.05,24.75
12/26/23 17:48:00,37.95,34.35,30.91,24.72
12/26/23 17:49:00,37.76,34.20,30.81,24.59
12/26/23 17:50:00,37.59,33.96,30.65,24.42
12/26/23 17:51:00,37.43,34.02,30.55,24.41
12/26/23 17:52:00,37.29,33.74,30.41,24.35
12/26/23 17:53:00,37.12,33.53,30.29,24.24
12/26/23 17:54:00,36.91,33.46,30.12,24.17
12/26/23 17:55:00,36.69,33.23,30.01,24.10
12/26/23 17:56:00,36.53,33.09,29.86,24.10
12/26/23 17:57:00,36.37,32.95,29.71,24.05
12/26/23 17:58:00,36.18,32.68,29.55,23.80
12/26/23 17:59:00,36.02,32.56,29.38,23.68
12/26/23 18:00:00,35.77,32.46,29.25,23.67
12/26/23 18:01:00,35.63,32.37,29.11,23.51
12/26/23 18:02:00,35.42,32.15,28.94,23.48
12/26/23 18:03:00,35.27,32.02,28.84,23.42
12/26/23 18:04:00,35.05,31.80,28.67,23.38
12/26/23 18:05:00,34.92,31.73,28.55,23.32
12/26/23 18:06:00,34.77,31.70,28.45,23.24
12/26/23 18:07:00,34.55,31.37,28.32,23.10
12/26/23 18:08:00,34.41,31.27,28.17,23.15
12/26/23 18:09:00,34.18,31.14,28.03,23.03
12/26/23 18:10:00,33.96,30.87,27.85,22.81
12/26/23 18:11:00,33.82,30.66,27.75,22.69
12/26/23 18:12:00,33.65,30.60,27.61,22.59
12/26/23 18:13:00,33.50,30.46,27.45,22.56
12/26/23 18:14:00,33.29,30.29,27.30,22.49
12/26/23 18:15:00,33.13,30.20,27.15,22.42
12/26/23 18:16:00,32.93,29.98,27.06,22.29
12/26/23 18:17:00,32.76,29.87,26.90,22.21
12/26/23 18:18:00,32.53,29.74,26.77,22.20
12/26/23 18:19:00,32.36,29.60,26.64,22.22
12/26/23 18:20:00,32.28,29.56,26.58,22.19
12/26/23 18:21:00,32.10,29.35,26.41,22.14
12/26/23 18:22:00,31.91,29.22,26.36,22.11
12/26/23 18:23:00,31.75,29.15,26.20,22.02
12/26/23 18:24:00,31.65,29.03,26.13,21.96
12/26/23 18:25:00,31.49,28.88,26.05,21.94
12/26/23 18:26:00,31.33,28.74,25.94,21.89
12/26/23 18:27:00,31.14,28.52,25.85,21.77
12/26/23 18:28:00,31.05,28.54,25.68,21.77
12/26/23 18:29:00,30.91,28.42,25.65,21.70
12/26/23 18:30:00,30.74,28.23,25.51,21.58
12/26/23 18:31:00,30.58,28.06,25.39,21.55
12/26/23 18:32:00,30.49,28.01,25.33,21.48
12/26/23 18:33:00,30.36,27.91,25.21,21.38
12/26/23 18:34:00,30.24,27.83,25.12,21.33
12/26/23 18:35:00,30.15,27.75,25.04,21.28
12/26/23 18:36:00,29.96,27.60,24.92,21.23
12/26/23 18:37:00,29.81,27.51,24.81,21.16
12/26/23 18:38:00,29.67,27.42,24.74,21.14
12/26/23 18:39:00,29.61,27.28,24.66,21.08
12/26/23 18:40:00,29.46,27.22,24.59,21.04
12/26/23 18:41:00,29.35,27.07,24.52,21.02
12/26/23 18:42:00,29.24,26.89,24.42,21.00
12/26/23 18:43:00,29.09,26.95,24.34,20.98
12/26/23 18:44:00,28.98,26.80,24.27,20.98
12/26/23 18:45:00,28.90,26.73,24.20,21.02
12/26/23 18:46:00,28.76,26.71,24.16,21.01
12/26/23 18:47:00,28.65,26.58,24.10,21.05
12/26/23 18:48:00,28.52,26.50,24.05,21.02
12/26/23 18:49:00,28.45,26.41,24.02,21.01
12/26/23 18:50:00,28.38,26.35,23.94,21.03
12/26/23 18:51:00,28.23,26.21,23.94,21.03
12/26/23 18:52:00,28.13,26.21,23.86,21.01
12/26/23 18:53:00,27.99,26.01,23.80,20.93
12/26/23 18:54:00,27.95,26.08,23.78,20.94
12/26/23 18:55:00,27.85,26.00,23.76,20.99
12/26/23 18:56:00,27.74,25.85,23.67,20.82
12/26/23 18:57:00,27.68,25.79,23.66,20.86
12/26/23 18:58:00,27.58,25.71,23.58,20.83
12/26/23 18:59:00,27.45,25.61,23.53,20.78
12/26/23 19:00:00,27.41,25.60,23.48,20.77
12/26/23 19:01:00,27.30,25.52,23.44,20.78
12/26/23 19:02:00,27.21,25.42,23.42,20.71
12/26/23 19:03:00,27.14,25.39,23.31,20.63
12/26/23 19:04:00,27.07,25.31,23.27,20.55
12/26/23 19:05:00,26.98,25.21,23.26,20.57
12/26/23 19:06:00,26.92,25.14,23.20,20.50
12/26/23 19:07:00,26.80,25.08,23.11,20.50
12/26/23 19:08:00,26.72,25.07,23.09,20.50
12/26/23 19:09:00,26.62,24.94,23.01,20.42
12/26/23 19:10:00,26.57,24.89,22.96,20.40
12/26/23 19:11:00,26.49,24.87,22.92,20.38
12/26/23 19:12:00,26.42,24.79,22.86,20.38
12/26/23 19:13:00,26.34,24.77,22.77,20.37
