"Fecha Tiempo, GMT-05:00","Radiación solar, W/m² (SEN S/N: 21186630, LBL: Radiacion solar)","Velocidad del viento, m/s (SEN S/N: 21212948, LBL: Velocidad del viento)","Velocidad de Ráfagas, m/s (SEN S/N: 21212948, LBL: Ráfaga)","Dirección del viento, ø (SEN S/N: 21212948, LBL: Dirección del viento)","Temperatura, *C (SEN S/N: 21238162, LBL: Temperatura ambiente)","HR, % (SEN S/N: 21238162, LBL: Humedad Relativa)","Recuentos, # (SEN S/N: 21247339, LBL: Pluviometro ( lluvia))","Presión, mbar (SEN S/N: 21569219, LBL: presión atmosférica)"
01/29/24 11:29:02,955.6,1.00,1.67,306.1,30.8263,46.9612,0.00,950.650
01/29/24 11:30:02,956.9,0.67,1.00,252.7,30.5287,46.9734,0.00,950.550
01/29/24 11:31:02,958.1,0.33,0.67,275.2,30.1373,47.7134,0.00,950.550
01/29/24 11:32:02,963.1,1.00,2.00,315.9,29.9469,48.6656,0.00,950.550
01/29/24 11:33:02,963.1,1.34,2.34,355.2,30.0300,48.6992,0.00,950.550
01/29/24 11:34:02,963.1,1.34,2.34,317.3,30.1319,48.1254,0.00,950.650
01/29/24 11:35:02,963.1,1.00,1.34,331.3,30.1024,48.0842,0.00,950.650
01/29/24 11:36:02,963.1,1.00,1.67,285.0,30.1480,48.0873,0.00,950.850
01/29/24 11:37:02,963.1,0.33,1.00,259.7,30.0515,48.1270,0.00,950.950
01/29/24 11:38:02,961.9,0.33,0.67,247.1,29.9978,48.0812,0.00,951.050
01/29/24 11:39:02,963.1,0.67,1.34,299.0,30.1051,48.2628,0.00,951.150
01/29/24 11:40:02,965.6,0.67,1.00,335.5,30.2579,47.8050,0.00,951.250
01/29/24 11:41:02,965.6,0.67,1.34,328.5,30.4348,47.2969,0.00,951.350
01/29/24 11:42:02,968.1,0.67,1.34,352.4,30.6252,46.9825,0.00,951.450
01/29/24 11:43:02,968.1,0.67,1.00,310.3,30.8718,45.8381,0.00,951.450
01/29/24 11:44:02,968.1,0.67,0.67,278.0,30.7700,46.2531,0.00,951.450
01/29/24 11:45:02,968.1,0.67,1.00,279.4,30.7619,46.1021,0.00,951.450
01/29/24 11:46:02,969.4,0.67,1.00,136.2,30.6064,46.7582,0.00,951.450
01/29/24 11:47:02,970.6,1.00,2.00,313.1,30.4563,46.8254,0.00,951.450
01/29/24 11:48:02,969.4,0.33,0.67,349.6,30.6252,46.9978,0.00,951.350
01/29/24 11:49:02,968.1,1.00,2.00,335.5,30.9067,45.9205,0.00,951.350
01/29/24 11:50:02,968.1,0.67,1.67,322.9,30.8021,45.8320,0.00,951.350
01/29/24 11:51:02,968.1,0.33,1.00,294.8,30.7941,46.2959,0.00,951.350
01/29/24 11:52:02,970.6,1.00,1.34,151.6,30.7485,46.8681,0.00,951.350
01/29/24 11:53:02,970.6,0.67,2.00,56.2,30.5582,46.9535,0.00,951.350
01/29/24 11:54:02,971.9,1.00,2.00,198.0,30.4617,47.3320,0.00,951.250
01/29/24 11:55:02,970.6,1.00,1.34,169.9,30.2606,47.1778,0.00,951.050
01/29/24 11:56:02,968.1,0.67,1.67,286.4,29.8021,47.3320,0.00,950.750
01/29/24 11:57:02,968.1,0.33,0.67,285.0,29.7217,48.6870,0.00,950.450
01/29/24 11:58:02,969.4,0.33,0.67,314.5,30.0595,47.8462,0.00,950.350
01/29/24 11:59:02,970.6,0.67,1.34,262.5,30.4965,46.9551,0.00,950.250
01/29/24 12:00:02,971.9,1.00,1.34,300.4,30.8906,45.7603,0.00,950.250
01/29/24 12:01:02,971.9,0.67,1.00,217.6,31.0086,46.1677,0.00,950.250
01/29/24 12:02:02,970.6,0.67,1.67,136.2,30.8075,46.5675,0.00,950.250
01/29/24 12:03:02,969.4,0.67,1.67,160.0,30.6708,46.3340,0.00,950.250
01/29/24 12:04:02,969.4,0.33,1.34,292.0,30.6895,46.3706,0.00,950.250
01/29/24 12:05:02,968.1,1.34,1.67,328.5,30.7056,45.9983,0.00,950.250
01/29/24 12:06:02,969.4,0.67,1.00,213.4,30.4697,47.3503,0.00,950.250
01/29/24 12:07:02,970.6,0.33,1.00,129.2,30.4911,47.7028,0.00,950.150
01/29/24 12:08:02,971.9,0.67,1.00,280.8,30.4992,47.0115,0.00,950.150
01/29/24 12:09:02,971.9,1.00,1.67,106.7,30.4885,47.1199,0.00,950.150
01/29/24 12:10:02,970.6,1.34,2.00,178.3,30.3812,47.3030,0.00,950.150
01/29/24 12:11:02,969.4,1.00,1.67,293.4,30.3196,47.1305,0.00,950.150
01/29/24 12:12:02,965.6,0.67,1.34,355.2,30.3008,48.1941,0.00,950.150
01/29/24 12:13:02,963.1,1.34,2.00,164.3,30.2686,48.5359,0.00,950.150
01/29/24 12:14:02,960.6,1.00,2.00,0.0,30.1936,47.9850,0.00,950.050
01/29/24 12:15:02,960.6,1.00,1.67,273.8,30.3330,47.9515,0.00,950.150
01/29/24 12:16:02,959.4,1.34,2.67,271.0,30.4885,47.5822,0.00,950.150
01/29/24 12:17:02,963.1,1.00,2.00,289.2,30.5099,47.2694,0.00,950.050
01/29/24 12:18:02,963.1,1.00,1.34,150.2,30.4536,47.7852,0.00,950.150
01/29/24 12:19:02,963.1,1.00,1.34,297.6,30.4617,47.7684,0.00,950.050
01/29/24 12:20:02,959.4,0.67,1.00,186.7,30.4831,48.1239,0.00,950.050
01/29/24 12:21:02,958.1,0.67,1.34,273.8,30.6198,47.1427,0.00,950.050
01/29/24 12:22:02,956.9,1.00,1.34,294.8,30.6869,46.7613,0.00,950.050
01/29/24 12:23:02,956.9,1.00,1.34,313.1,30.7003,47.1321,0.00,950.050
01/29/24 12:24:02,958.1,1.67,2.67,172.7,30.7941,47.0237,0.00,950.050
01/29/24 12:25:02,958.1,1.00,2.00,266.7,30.5153,47.7531,0.00,950.050
01/29/24 12:26:02,958.1,1.00,1.67,315.9,30.4509,47.8202,0.00,950.050
01/29/24 12:27:02,956.9,1.34,2.34,300.4,30.3625,47.8141,0.00,950.250
01/29/24 12:28:02,956.9,1.00,2.34,95.5,30.4107,48.0644,0.00,950.450
01/29/24 12:29:02,955.6,0.67,1.00,308.9,30.5180,47.6616,0.00,950.550
01/29/24 12:30:02,954.4,1.34,2.67,198.0,30.4322,48.0385,0.00,950.350
01/29/24 12:31:02,953.1,1.67,3.01,301.8,29.9121,48.9738,0.00,950.150
01/29/24 12:32:02,953.1,1.34,3.67,310.3,29.9523,48.9494,0.00,950.150
01/29/24 12:33:02,953.1,1.67,3.34,275.2,29.9523,48.8151,0.00,950.250
01/29/24 12:34:02,954.4,1.34,2.34,344.0,29.9469,48.4413,0.00,950.250
01/29/24 12:35:02,953.1,1.00,2.00,314.5,29.9335,48.7175,0.00,950.250
01/29/24 12:36:02,953.1,1.00,2.34,262.5,30.0300,48.9082,0.00,950.250
01/29/24 12:37:02,953.1,1.00,2.00,132.0,29.9791,49.0059,0.00,950.250
01/29/24 12:38:02,950.6,0.67,1.34,355.2,29.9121,49.3217,0.00,950.150
01/29/24 12:39:02,951.9,1.00,2.00,150.2,30.2928,48.1773,0.00,950.150
01/29/24 12:40:02,951.9,1.34,2.00,151.6,30.1399,48.4794,0.00,950.250
01/29/24 12:41:02,951.9,1.67,2.67,202.2,29.9335,48.6061,0.00,950.250
01/29/24 12:42:02,950.6,1.34,2.00,206.4,29.6413,49.1814,0.00,950.250
01/29/24 12:43:02,950.6,1.67,2.34,141.8,29.6708,49.5537,0.00,950.350
01/29/24 12:44:02,949.4,0.67,1.00,299.0,29.6868,49.8589,0.00,950.350
01/29/24 12:45:02,949.4,0.67,1.00,325.7,30.1051,48.8182,0.00,950.450
01/29/24 12:46:02,948.1,1.00,1.34,46.3,30.5019,48.1956,0.00,950.450
01/29/24 12:47:02,948.1,1.00,2.00,234.5,30.7485,47.0100,0.00,950.450
01/29/24 12:48:02,945.6,0.67,1.00,266.7,30.8343,47.2450,0.00,950.450
01/29/24 12:49:02,940.6,1.00,1.67,294.8,30.9550,46.5248,0.00,950.450
01/29/24 12:50:02,935.6,0.67,1.00,226.0,30.9925,46.4668,0.00,950.550
01/29/24 12:51:02,938.1,0.67,1.34,195.1,31.0542,46.4027,0.00,950.550
01/29/24 12:52:02,940.6,1.00,2.00,355.2,31.2123,46.3981,0.00,950.650
01/29/24 12:53:02,940.6,1.00,1.67,304.7,31.2954,45.7893,0.00,950.750
01/29/24 12:54:02,940.6,1.34,2.00,261.1,30.8584,46.2608,0.00,950.650
01/29/24 12:55:02,940.6,1.34,2.34,230.2,30.3866,47.3503,0.00,950.650
01/29/24 12:56:02,939.4,1.34,2.00,186.7,29.9576,48.9769,0.00,950.650
01/29/24 12:57:02,938.1,1.00,1.67,280.8,29.8665,48.6137,0.00,950.650
01/29/24 12:58:02,936.9,0.67,1.34,155.8,30.0247,48.6732,0.00,950.750
01/29/24 12:59:02,935.6,1.34,2.34,233.1,30.0407,48.3238,0.00,950.650
01/29/24 13:00:02,935.6,1.34,2.00,165.7,29.6976,49.0272,0.00,950.650
01/29/24 13:01:02,935.6,0.67,1.34,46.3,29.4000,49.9626,0.00,950.550
01/29/24 13:02:02,933.1,0.67,1.34,279.4,29.6520,49.3126,0.00,950.650
01/29/24 13:03:02,933.1,1.00,1.67,310.3,30.1131,48.3650,0.00,950.650
01/29/24 13:04:02,930.6,1.00,1.34,296.2,30.4590,47.2862,0.00,950.550
01/29/24 13:05:02,929.4,0.67,1.67,297.6,30.4295,47.4144,0.00,950.650
01/29/24 13:06:02,926.9,1.00,1.67,299.0,30.4348,47.3930,0.00,950.650
01/29/24 13:07:02,924.4,1.34,2.00,299.0,30.3651,47.4617,0.00,950.650
01/29/24 13:08:02,925.6,1.34,2.00,265.3,30.0810,48.1071,0.00,950.650
01/29/24 13:09:02,925.6,0.67,1.67,311.7,29.9040,48.6885,0.00,950.650
01/29/24 13:10:02,928.1,1.00,1.67,297.6,30.0434,48.7648,0.00,950.650
01/29/24 13:11:02,925.6,1.34,1.67,292.0,30.2177,48.0110,0.00,950.650
01/29/24 13:12:02,924.4,1.00,1.67,265.3,30.1024,48.4352,0.00,950.650
01/29/24 13:13:02,920.6,1.34,2.34,206.4,29.9576,49.1279,0.00,950.550
01/29/24 13:14:02,918.1,1.34,2.00,268.1,29.8665,48.6824,0.00,950.650
01/29/24 13:15:02,914.4,1.34,3.01,255.5,29.8129,48.8289,0.00,950.650
01/29/24 13:16:02,911.9,1.00,2.67,341.2,29.6359,49.2668,0.00,950.550
01/29/24 13:17:02,909.4,1.34,2.00,238.7,29.6145,49.2454,0.00,950.550
01/29/24 13:18:02,908.1,1.00,1.67,259.7,29.5877,49.5415,0.00,950.650
01/29/24 13:19:02,908.1,1.67,3.34,110.9,29.5608,49.4347,0.00,950.650
01/29/24 13:20:02,906.9,1.67,3.34,169.9,29.2096,50.4509,0.00,950.650
01/29/24 13:21:02,905.6,1.34,2.34,241.5,29.1399,50.6401,0.00,950.650
01/29/24 13:22:02,905.6,1.00,1.67,255.5,29.2525,50.4601,0.00,950.650
01/29/24 13:23:02,903.1,1.00,1.34,275.2,29.3142,49.8329,0.00,950.650
01/29/24 13:24:02,900.6,0.67,1.67,306.1,29.2954,50.1366,0.00,950.550
01/29/24 13:25:02,898.1,1.00,2.34,33.7,29.4858,50.7347,0.00,950.550
01/29/24 13:26:02,896.9,1.00,1.67,286.4,29.8155,49.4438,0.00,950.550
01/29/24 13:27:02,895.6,1.00,2.00,313.1,30.0247,49.0501,0.00,950.450
01/29/24 13:28:02,895.6,1.00,2.00,327.1,30.1667,48.2658,0.00,950.450
01/29/24 13:29:02,893.1,1.00,2.00,292.0,30.2552,47.8492,0.00,950.350
01/29/24 13:30:02,891.9,1.34,1.67,285.0,30.2633,47.8157,0.00,950.350
01/29/24 13:31:02,890.6,1.00,1.67,287.8,30.1587,47.9011,0.00,950.250
01/29/24 13:32:02,888.1,1.00,1.67,321.5,29.9844,48.2261,0.00,950.150
01/29/24 13:33:02,886.9,1.67,2.67,158.6,29.7619,49.2805,0.00,950.150
01/29/24 13:34:02,884.4,0.67,1.67,254.1,29.5019,49.5613,0.00,950.150
01/29/24 13:35:02,883.1,1.34,2.00,237.3,29.3705,49.6117,0.00,950.150
01/29/24 13:36:02,881.9,1.00,1.67,235.9,29.1909,49.9367,0.00,950.150
01/29/24 13:37:02,878.1,1.34,2.67,258.3,29.0112,50.8309,0.00,950.050
01/29/24 13:38:02,875.6,1.67,2.34,263.9,28.9013,50.8827,0.00,950.050
01/29/24 13:39:02,873.1,1.67,2.34,185.3,28.7297,51.9310,0.00,950.150
01/29/24 13:40:02,870.6,1.34,2.00,311.7,28.7592,51.3680,0.00,950.050
01/29/24 13:41:02,868.1,0.67,1.00,352.4,28.9871,51.1192,0.00,950.150
01/29/24 13:42:02,868.1,1.34,2.34,321.5,29.2472,50.2327,0.00,950.050
01/29/24 13:43:02,865.6,0.67,1.00,310.3,29.4509,50.0465,0.00,950.050
01/29/24 13:44:02,863.1,0.67,1.67,258.3,29.7378,49.5872,0.00,950.150
01/29/24 13:45:02,860.6,1.34,2.00,304.7,29.7110,49.1814,0.00,950.050
01/29/24 13:46:02,859.4,0.67,1.34,315.9,29.6574,49.3843,0.00,950.050
01/29/24 13:47:02,858.1,1.34,2.00,300.4,29.7780,48.7648,0.00,950.050
01/29/24 13:48:02,855.6,1.00,1.67,285.0,29.6171,49.1646,0.00,950.050
01/29/24 13:49:02,854.4,1.00,1.67,299.0,29.6627,49.3919,0.00,949.950
01/29/24 13:50:02,854.4,0.67,1.34,287.8,29.8343,49.5293,0.00,950.050
01/29/24 13:51:02,851.9,0.67,1.00,8.4,30.1828,48.2322,0.00,950.050
01/29/24 13:52:02,849.4,1.00,1.67,245.7,30.4429,47.3014,0.00,950.150
01/29/24 13:53:02,846.9,1.00,1.34,248.5,30.2525,47.6417,0.00,950.150
01/29/24 13:54:02,844.4,1.00,1.67,303.2,29.8933,48.3970,0.00,950.150
01/29/24 13:55:02,841.9,1.34,2.00,317.3,29.6815,49.0791,0.00,950.150
01/29/24 13:56:02,839.4,1.34,2.67,175.5,29.4751,49.6681,0.00,950.150
01/29/24 13:57:02,836.9,1.34,2.00,251.3,29.2525,50.0832,0.00,950.150
01/29/24 13:58:02,836.9,0.67,1.67,271.0,29.2472,50.0282,0.00,950.150
01/29/24 13:59:02,834.4,1.00,1.67,313.1,29.2338,49.8421,0.00,950.150
01/29/24 14:00:02,831.9,1.34,2.67,81.4,29.0139,50.8324,0.00,950.050
01/29/24 14:01:02,830.6,1.00,1.67,317.3,28.9683,50.7256,0.00,950.050
01/29/24 14:02:02,828.1,1.00,2.00,297.6,29.0944,50.5898,0.00,950.050
01/29/24 14:03:02,824.4,1.00,1.34,327.1,29.3088,50.3197,0.00,949.950
01/29/24 14:04:02,823.1,1.34,2.67,329.9,29.5930,49.6620,0.00,949.950
01/29/24 14:05:02,820.6,1.00,1.34,334.1,29.7137,49.4285,0.00,949.950
01/29/24 14:06:02,819.4,1.34,2.00,314.5,29.9469,48.7205,0.00,950.050
01/29/24 14:07:02,816.9,1.00,1.67,317.3,29.8879,48.4794,0.00,949.950
01/29/24 14:08:02,814.4,1.00,1.67,314.5,29.8075,48.9296,0.00,949.950
01/29/24 14:09:02,814.4,1.34,2.00,336.9,29.7619,49.0410,0.00,950.050
01/29/24 14:10:02,810.6,1.34,2.34,116.5,29.8584,49.5933,0.00,950.050
01/29/24 14:11:02,806.9,1.34,2.00,213.4,29.6627,49.6376,0.00,950.050
01/29/24 14:12:02,801.9,0.67,1.67,216.2,29.5930,49.3385,0.00,950.050
01/29/24 14:13:02,800.6,1.00,1.34,134.8,29.4241,49.8146,0.00,950.050
01/29/24 14:14:02,800.6,1.00,1.34,258.3,29.0595,50.9316,0.00,950.050
01/29/24 14:15:02,798.1,1.00,2.00,282.2,29.0112,51.0597,0.00,950.050
01/29/24 14:16:02,794.4,1.00,1.67,258.3,28.9442,50.9392,0.00,950.050
01/29/24 14:17:02,790.6,1.00,1.67,258.3,28.8155,51.4626,0.00,949.950
01/29/24 14:18:02,788.1,1.00,1.67,262.5,28.8450,51.0613,0.00,950.050
01/29/24 14:19:02,784.4,1.00,1.67,153.0,28.8933,51.7586,0.00,950.050
01/29/24 14:20:02,781.9,1.00,1.67,162.9,28.9335,51.4733,0.00,950.050
01/29/24 14:21:02,779.4,1.00,2.00,226.0,28.8772,51.0063,0.00,950.050
01/29/24 14:22:02,779.4,1.00,2.34,261.1,28.8772,50.9682,0.00,950.050
01/29/24 14:23:02,775.6,1.00,2.34,132.0,28.7244,51.3039,0.00,950.050
01/29/24 14:24:02,771.9,1.00,2.00,307.5,28.5635,51.6320,0.00,950.050
01/29/24 14:25:02,770.6,1.67,2.67,307.5,28.5984,51.6243,0.00,950.050
01/29/24 14:26:02,766.9,0.67,1.34,320.1,28.6895,51.6426,0.00,950.050
01/29/24 14:27:02,763.1,0.67,1.34,299.0,28.9576,51.1696,0.00,950.050
01/29/24 14:28:02,763.1,1.00,2.00,351.0,29.1238,50.7759,0.00,950.050
01/29/24 14:29:02,760.6,0.67,1.34,137.6,29.2820,50.5104,0.00,950.050
01/29/24 14:30:02,756.9,1.34,2.34,209.2,29.1453,50.2281,0.00,950.050
01/29/24 14:31:02,754.4,1.00,2.00,254.1,28.6520,51.3985,0.00,950.050
01/29/24 14:32:02,751.9,1.00,1.34,237.3,28.6010,51.7098,0.00,950.050
01/29/24 14:33:02,748.1,0.67,1.34,294.8,28.5179,51.6533,0.00,949.950
01/29/24 14:34:02,744.4,1.34,2.00,314.5,28.5582,51.8441,0.00,949.950
01/29/24 14:35:02,741.9,1.00,1.67,258.3,28.7753,51.7571,0.00,949.950
01/29/24 14:36:02,740.6,1.34,2.00,303.2,28.9147,50.7301,0.00,949.950
01/29/24 14:37:02,736.9,1.00,1.67,242.9,28.9335,50.7973,0.00,950.050
01/29/24 14:38:02,735.6,1.34,2.00,108.1,28.9603,51.1192,0.00,950.050
01/29/24 14:39:02,733.1,1.00,1.34,110.9,28.8155,51.3313,0.00,949.950
01/29/24 14:40:02,730.6,1.67,2.00,171.3,28.5769,51.7082,0.00,949.950
01/29/24 14:41:02,726.9,1.34,2.34,262.5,28.3919,52.1035,0.00,949.950
01/29/24 14:42:02,724.4,1.00,2.00,311.7,28.2901,52.2133,0.00,949.950
01/29/24 14:43:02,720.6,1.00,2.34,168.5,28.2364,52.7855,0.00,949.950
01/29/24 14:44:02,716.9,1.00,1.67,203.6,28.2203,52.4773,0.00,949.950
01/29/24 14:45:02,714.4,0.67,1.67,214.8,28.0086,53.2708,0.00,949.950
01/29/24 14:46:02,711.9,0.67,1.00,261.1,27.9791,53.1334,0.00,949.950
01/29/24 14:47:02,708.1,1.34,2.34,209.2,28.0729,53.5271,0.00,949.950
01/29/24 14:48:02,705.6,1.00,1.67,325.7,28.3035,52.6955,0.00,949.850
01/29/24 14:49:02,701.9,0.67,1.67,320.1,28.5796,52.0470,0.00,949.950
01/29/24 14:50:02,699.4,1.00,1.67,240.1,28.7860,51.6854,0.00,949.950
01/29/24 14:51:02,696.9,1.00,1.67,245.7,28.9308,51.2688,0.00,949.950
01/29/24 14:52:02,694.4,1.00,1.34,283.6,28.9630,50.9743,0.00,949.850
01/29/24 14:53:02,693.1,0.67,1.00,317.3,28.9201,51.4290,0.00,949.850
01/29/24 14:54:02,689.4,1.00,1.67,240.1,28.9362,51.2551,0.00,949.850
01/29/24 14:55:02,685.6,1.00,1.34,272.4,28.9094,50.9621,0.00,949.850
01/29/24 14:56:02,681.9,1.00,1.34,290.6,28.8316,51.7403,0.00,949.850
01/29/24 14:57:02,676.9,1.00,2.00,320.1,28.7297,51.2642,0.00,949.850
01/29/24 14:58:02,675.6,1.00,2.00,348.2,28.5689,51.7967,0.00,949.850
01/29/24 14:59:02,673.1,1.34,2.34,209.2,28.5662,51.8608,0.00,949.850
01/29/24 15:00:02,670.6,1.00,1.34,223.2,28.6091,52.3583,0.00,949.850
01/29/24 15:01:02,666.9,1.00,1.67,77.2,28.5367,51.8929,0.00,949.850
01/29/24 15:02:02,665.6,0.67,1.34,308.9,28.4670,52.4315,0.00,949.750
01/29/24 15:03:02,661.9,0.67,1.00,306.1,28.6037,52.0333,0.00,949.750
01/29/24 15:04:02,658.1,0.67,0.67,321.5,28.8155,51.5084,0.00,949.750
01/29/24 15:05:02,654.4,1.00,1.34,303.2,28.9523,50.9102,0.00,949.750
01/29/24 15:06:02,650.6,0.67,1.34,338.3,28.9174,51.2215,0.00,949.750
01/29/24 15:07:02,648.1,1.00,1.67,324.3,29.0434,51.1406,0.00,949.750
01/29/24 15:08:02,645.6,0.67,1.34,263.9,29.1694,51.0170,0.00,949.750
01/29/24 15:09:02,641.9,0.67,1.67,268.1,29.2579,50.4982,0.00,949.750
01/29/24 15:10:02,639.4,1.00,2.00,252.7,29.2284,50.3578,0.00,949.750
01/29/24 15:11:02,636.9,1.00,2.34,252.7,29.1426,50.4112,0.00,949.650
01/29/24 15:12:02,633.1,1.00,2.00,349.6,29.1480,50.7164,0.00,949.650
01/29/24 15:13:02,630.6,1.34,1.67,311.7,29.0354,50.7652,0.00,949.650
01/29/24 15:14:02,628.1,1.00,1.67,294.8,28.8504,50.9712,0.00,949.650
01/29/24 15:15:02,623.1,1.34,2.34,290.6,28.6466,51.7098,0.00,949.750
01/29/24 15:16:02,618.1,1.00,2.00,115.1,28.4000,52.3262,0.00,949.650
01/29/24 15:17:02,615.6,1.00,1.34,155.8,28.1560,53.1823,0.00,949.650
01/29/24 15:18:02,613.1,1.00,1.67,161.5,28.1640,53.2387,0.00,949.650
01/29/24 15:19:02,611.9,1.00,1.34,311.7,28.0541,53.5149,0.00,949.650
01/29/24 15:20:02,608.1,1.34,2.00,322.9,28.2096,52.9412,0.00,949.650
01/29/24 15:21:02,604.4,1.00,1.67,265.3,28.2713,52.9091,0.00,949.650
01/29/24 15:22:02,599.4,1.00,2.34,304.7,28.4563,52.4987,0.00,949.750
01/29/24 15:23:02,595.6,0.67,1.00,318.7,28.4456,52.6146,0.00,949.650
01/29/24 15:24:02,593.1,1.34,2.34,202.2,28.4697,52.8084,0.00,949.750
01/29/24 15:25:02,590.6,1.34,2.67,199.4,28.1587,53.0694,0.00,949.650
01/29/24 15:26:02,588.1,1.00,2.00,231.6,27.9013,53.8308,0.00,949.650
01/29/24 15:27:02,585.6,1.00,1.34,193.7,27.8236,54.3420,0.00,949.750
01/29/24 15:28:02,579.4,1.00,1.67,248.5,27.8262,53.9605,0.00,949.650
01/29/24 15:29:02,574.4,0.67,1.34,112.3,27.7619,54.0108,0.00,949.650
01/29/24 15:30:02,571.9,0.67,1.00,196.5,27.6091,54.1848,0.00,949.650
01/29/24 15:31:02,570.6,0.67,1.67,205.0,27.4938,54.7799,0.00,949.650
01/29/24 15:32:02,568.1,1.00,2.00,190.9,27.5555,54.5800,0.00,949.650
01/29/24 15:33:02,565.6,0.67,1.00,185.3,27.5823,54.9233,0.00,949.550
01/29/24 15:34:02,560.6,0.67,1.34,301.8,27.7056,54.4305,0.00,949.550
01/29/24 15:35:02,555.6,0.33,1.00,251.3,28.0327,53.7118,0.00,949.550
01/29/24 15:36:02,553.1,1.34,3.34,202.2,28.2632,53.2403,0.00,949.550
01/29/24 15:37:02,549.4,1.00,3.01,219.0,27.9067,53.3822,0.00,949.650
01/29/24 15:38:02,548.1,0.67,1.67,249.9,27.7190,54.2336,0.00,949.550
01/29/24 15:39:02,545.6,1.00,1.67,314.5,27.8879,53.8140,0.00,949.550
01/29/24 15:40:02,543.1,1.67,2.67,308.9,27.9388,53.4020,0.00,949.550
01/29/24 15:41:02,538.1,1.00,2.34,310.3,27.8584,53.8460,0.00,949.550
01/29/24 15:42:02,533.1,1.34,2.34,238.7,27.9281,53.7560,0.00,949.650
01/29/24 15:43:02,529.4,1.34,2.00,165.7,27.8772,54.0597,0.00,949.650
01/29/24 15:44:02,525.6,0.67,1.00,262.5,27.8396,54.0276,0.00,949.650
01/29/24 15:45:02,523.1,1.34,1.67,292.0,27.9496,53.3318,0.00,949.550
01/29/24 15:46:02,520.6,0.67,1.00,341.2,27.9254,53.4905,0.00,949.550
