"Fecha Tiempo, GMT-05:00","Tipo K, °C (SEN S/N: 21654195, LBL: T 3p)","Tipo T, °C (SEN S/N: 21654195, LBL: T 3C)","Tipo T, °C (SEN S/N: 21654195, LBL: T 3iv)","Tipo T, °C (SEN S/N: 21654195, LBL: T 3ev)"
01/07/24 13:50:00,117.44,103.14,81.73,61.25
01/07/24 13:51:00,117.30,102.86,81.54,60.43
01/07/24 13:52:00,117.11,102.14,81.39,60.54
01/07/24 13:53:00,116.84,102.17,81.26,60.16
01/07/24 13:54:00,116.85,102.67,81.07,60.52
01/07/24 13:55:00,116.68,101.57,80.88,59.96
01/07/24 13:56:00,116.51,100.77,80.70,58.56
01/07/24 13:57:00,116.36,101.03,80.36,58.50
01/07/24 13:58:00,116.19,101.43,80.13,59.12
01/07/24 13:59:00,115.97,100.65,79.82,58.54
01/07/24 14:00:00,115.75,98.98,79.46,57.49
01/07/24 14:01:00,115.45,99.60,79.11,57.03
01/07/24 14:02:00,115.23,99.55,78.88,56.96
01/07/24 14:03:00,115.13,99.60,78.56,56.42
01/07/24 14:04:00,114.98,99.59,78.31,56.48
01/07/24 14:05:00,114.83,99.70,78.07,56.26
01/07/24 14:06:00,114.53,99.48,77.84,55.87
01/07/24 14:07:00,114.37,99.30,77.63,56.25
01/07/24 14:08:00,114.09,98.54,77.33,55.66
01/07/24 14:09:00,113.93,97.78,77.08,55.45
01/07/24 14:10:00,113.60,97.77,76.84,54.83
01/07/24 14:11:00,113.44,97.44,76.56,54.44
01/07/24 14:12:00,113.26,97.63,76.26,54.66
01/07/24 14:13:00,113.09,97.47,75.97,54.21
01/07/24 14:14:00,112.88,96.62,75.75,53.71
01/07/24 14:15:00,112.56,96.08,75.53,53.08
01/07/24 14:16:00,112.34,96.90,75.21,53.29
01/07/24 14:17:00,112.13,96.20,75.06,53.95
01/07/24 14:18:00,111.83,95.57,74.90,53.51
01/07/24 14:19:00,111.62,96.27,74.69,53.85
01/07/24 14:20:00,111.52,96.48,74.65,54.33
01/07/24 14:21:00,111.32,95.96,74.59,54.43
01/07/24 14:22:00,111.02,95.31,74.44,53.81
01/07/24 14:23:00,110.85,95.90,74.35,54.30
01/07/24 14:24:00,110.66,95.76,74.32,54.74
01/07/24 14:25:00,110.51,94.71,74.23,53.36
01/07/24 14:26:00,110.11,93.76,74.04,52.38
01/07/24 14:27:00,109.89,94.24,73.79,51.76
01/07/24 14:28:00,109.55,93.66,73.62,51.28
01/07/24 14:29:00,109.22,93.66,73.29,51.14
01/07/24 14:30:00,108.92,93.84,73.00,51.64
01/07/24 14:31:00,108.76,93.94,72.81,51.62
01/07/24 14:32:00,108.46,92.28,72.56,51.04
01/07/24 14:33:00,108.23,92.38,72.39,50.83
01/07/24 14:34:00,107.86,92.13,72.09,50.79
01/07/24 14:35:00,107.60,91.11,71.80,50.32
01/07/24 14:36:00,107.36,92.84,71.74,51.27
01/07/24 14:37:00,107.03,92.72,71.64,51.79
01/07/24 14:38:00,106.86,92.12,71.60,51.97
01/07/24 14:39:00,106.47,90.80,71.37,50.66
01/07/24 14:40:00,106.23,91.83,71.29,51.39
01/07/24 14:41:00,106.01,91.46,71.17,51.74
01/07/24 14:42:00,105.72,91.42,71.14,51.58
01/07/24 14:43:00,105.40,90.28,70.99,51.12
01/07/24 14:44:00,105.20,89.66,70.79,50.31
01/07/24 14:45:00,104.85,89.64,70.57,50.28
01/07/24 14:46:00,104.52,89.76,70.29,50.48
01/07/24 14:47:00,104.17,90.13,70.23,50.76
01/07/24 14:48:00,103.87,90.25,70.12,50.93
01/07/24 14:49:00,103.56,89.65,70.02,51.09
01/07/24 14:50:00,103.21,87.99,69.84,50.09
01/07/24 14:51:00,102.91,89.30,69.70,50.37
01/07/24 14:52:00,102.63,89.21,69.53,50.44
01/07/24 14:53:00,102.12,87.30,69.32,48.85
01/07/24 14:54:00,101.69,87.01,69.00,48.67
01/07/24 14:55:00,101.31,87.24,68.80,48.38
01/07/24 14:56:00,100.91,86.93,68.50,48.07
01/07/24 14:57:00,100.58,86.48,68.26,47.77
01/07/24 14:58:00,100.22,86.56,67.96,47.99
01/07/24 14:59:00,99.84,86.25,67.78,48.38
01/07/24 15:00:00,99.51,86.68,67.56,48.80
01/07/24 15:01:00,99.21,86.35,67.38,48.84
01/07/24 15:02:00,98.84,85.79,67.28,48.60
01/07/24 15:03:00,98.40,85.12,67.06,48.53
01/07/24 15:04:00,97.82,83.75,66.69,47.25
01/07/24 15:05:00,97.59,85.09,66.49,47.84
01/07/24 15:06:00,97.21,84.32,66.20,47.64
01/07/24 15:07:00,96.83,84.38,66.06,47.63
01/07/24 15:08:00,96.45,83.89,65.79,47.40
01/07/24 15:09:00,96.05,83.39,65.61,46.98
01/07/24 15:10:00,95.65,83.11,65.37,47.04
01/07/24 15:11:00,95.24,82.87,65.12,46.78
01/07/24 15:12:00,94.82,83.02,64.92,47.05
01/07/24 15:13:00,94.42,81.49,64.63,46.16
01/07/24 15:14:00,93.95,82.18,64.33,45.98
01/07/24 15:15:00,93.54,81.53,64.07,46.02
01/07/24 15:16:00,93.16,81.49,63.85,45.90
01/07/24 15:17:00,92.69,80.39,63.59,45.43
01/07/24 15:18:00,92.33,81.11,63.37,45.80
01/07/24 15:19:00,91.78,79.20,63.06,44.53
01/07/24 15:20:00,91.40,80.25,62.79,44.66
01/07/24 15:21:00,91.03,80.54,62.60,45.19
01/07/24 15:22:00,90.58,79.33,62.38,45.02
01/07/24 15:23:00,90.17,79.67,62.26,45.55
01/07/24 15:24:00,89.95,79.00,62.05,45.21
01/07/24 15:25:00,89.46,78.75,61.74,44.56
01/07/24 15:26:00,89.04,78.63,61.51,44.29
01/07/24 15:27:00,88.62,77.83,61.29,44.21
01/07/24 15:28:00,88.07,78.05,61.12,44.39
01/07/24 15:29:00,87.57,78.25,60.91,44.74
01/07/24 15:30:00,87.05,76.84,60.71,44.16
01/07/24 15:31:00,86.49,75.52,60.56,44.17
01/07/24 15:32:00,85.94,75.47,60.40,44.35
01/07/24 15:33:00,85.39,74.74,60.25,44.48
01/07/24 15:34:00,84.79,74.82,59.93,44.54
01/07/24 15:35:00,84.03,71.59,59.26,42.66
01/07/24 15:36:00,83.48,71.79,58.54,41.19
01/07/24 15:37:00,82.93,72.70,57.89,41.13
01/07/24 15:38:00,82.31,71.82,57.25,40.22
01/07/24 15:39:00,81.80,71.12,56.60,39.94
01/07/24 15:40:00,80.96,69.92,56.08,39.23
01/07/24 15:41:00,80.32,69.51,55.56,38.82
01/07/24 15:42:00,79.69,69.53,54.91,38.70
01/07/24 15:43:00,79.09,69.36,54.29,38.60
01/07/24 15:44:00,78.47,68.91,53.92,38.59
01/07/24 15:45:00,77.86,68.28,53.37,38.48
01/07/24 15:46:00,77.32,68.20,53.01,38.39
01/07/24 15:47:00,76.85,67.73,52.60,38.17
01/07/24 15:48:00,76.29,66.86,52.16,37.62
01/07/24 15:49:00,75.73,66.72,51.77,37.61
01/07/24 15:50:00,75.17,65.78,51.42,36.90
01/07/24 15:51:00,74.73,65.84,51.03,36.81
01/07/24 15:52:00,74.23,65.22,50.64,36.35
01/07/24 15:53:00,73.63,63.76,50.24,35.92
01/07/24 15:54:00,72.94,62.42,49.69,34.87
01/07/24 15:55:00,72.21,61.22,49.17,33.97
01/07/24 15:56:00,71.93,63.01,48.81,34.44
01/07/24 15:57:00,71.57,63.19,48.57,34.74
01/07/24 15:58:00,71.10,62.77,48.45,35.18
01/07/24 15:59:00,70.60,62.36,48.47,35.51
01/07/24 16:00:00,69.97,60.70,48.33,35.14
01/07/24 16:01:00,69.47,61.77,48.37,35.42
01/07/24 16:02:00,69.04,61.38,48.28,35.76
01/07/24 16:03:00,68.43,61.29,48.22,36.05
01/07/24 16:04:00,67.94,60.66,48.19,36.11
01/07/24 16:05:00,67.49,60.27,48.08,35.80
01/07/24 16:06:00,67.00,59.56,47.94,35.50
01/07/24 16:07:00,66.62,59.75,47.81,35.70
01/07/24 16:08:00,66.29,60.10,47.65,36.00
01/07/24 16:09:00,65.86,59.70,47.57,36.15
01/07/24 16:10:00,65.57,59.48,47.46,36.05
01/07/24 16:11:00,65.13,58.69,47.24,35.68
01/07/24 16:12:00,64.82,58.58,47.08,35.54
01/07/24 16:13:00,64.51,58.74,46.93,35.68
01/07/24 16:14:00,64.19,58.40,46.79,35.50
01/07/24 16:15:00,63.87,58.03,46.64,35.55
01/07/24 16:16:00,63.49,58.00,46.48,35.72
01/07/24 16:17:00,63.08,56.61,46.27,34.96
01/07/24 16:18:00,62.82,56.86,46.09,34.82
01/07/24 16:19:00,62.59,57.24,45.88,34.85
01/07/24 16:20:00,62.25,56.94,45.72,34.95
01/07/24 16:21:00,62.02,56.79,45.60,34.96
01/07/24 16:22:00,61.74,56.50,45.42,34.92
01/07/24 16:23:00,61.52,56.33,45.25,34.78
01/07/24 16:24:00,61.29,55.98,45.10,34.67
01/07/24 16:25:00,60.91,54.74,44.89,33.94
01/07/24 16:26:00,60.56,54.32,44.64,33.66
01/07/24 16:27:00,60.31,54.34,44.42,33.52
01/07/24 16:28:00,60.03,54.50,44.15,33.48
01/07/24 16:29:00,59.77,54.69,43.98,33.72
01/07/24 16:30:00,59.64,54.96,43.85,34.04
01/07/24 16:31:00,59.45,54.26,43.70,33.69
01/07/24 16:32:00,59.23,53.60,43.53,33.42
01/07/24 16:33:00,59.01,53.38,43.41,33.14
01/07/24 16:34:00,58.82,53.47,43.23,33.17
01/07/24 16:35:00,58.52,53.26,43.07,33.01
01/07/24 16:36:00,58.29,53.11,42.92,33.02
01/07/24 16:37:00,58.07,52.63,42.76,32.76
01/07/24 16:38:00,57.75,52.48,42.56,32.55
01/07/24 16:39:00,57.61,52.27,42.40,32.42
01/07/24 16:40:00,57.35,51.83,42.24,32.17
01/07/24 16:41:00,57.10,51.84,42.03,32.14
01/07/24 16:42:00,56.97,51.99,41.88,32.17
01/07/24 16:43:00,56.77,51.75,41.75,32.21
01/07/24 16:44:00,56.49,51.48,41.58,32.03
01/07/24 16:45:00,56.21,50.87,41.39,31.87
01/07/24 16:46:00,55.89,50.78,41.24,31.93
01/07/24 16:47:00,55.69,50.36,41.07,31.80
01/07/24 16:48:00,55.58,50.87,40.97,31.89
01/07/24 16:49:00,55.36,50.44,40.89,31.68
01/07/24 16:50:00,55.13,50.38,40.70,31.69
01/07/24 16:51:00,54.90,49.98,40.62,31.58
01/07/24 16:52:00,54.71,49.86,40.50,31.55
01/07/24 16:53:00,54.52,49.87,40.34,31.59
01/07/24 16:54:00,54.31,49.62,40.22,31.40
01/07/24 16:55:00,54.10,49.58,40.14,31.41
01/07/24 16:56:00,53.89,49.27,40.01,31.39
01/07/24 16:57:00,53.67,48.64,39.90,30.95
01/07/24 16:58:00,53.47,48.92,39.71,30.90
01/07/24 16:59:00,53.25,48.52,39.59,30.96
01/07/24 17:00:00,53.07,48.43,39.44,30.97
01/07/24 17:01:00,52.85,48.10,39.29,30.73
01/07/24 17:02:00,52.64,47.86,39.13,30.27
01/07/24 17:03:00,52.45,47.95,39.03,30.34
01/07/24 17:04:00,52.34,47.89,38.87,30.31
01/07/24 17:05:00,52.08,47.26,38.74,30.10
01/07/24 17:06:00,51.88,47.48,38.58,30.19
01/07/24 17:07:00,51.73,47.41,38.47,30.23
01/07/24 17:08:00,51.50,47.12,38.34,30.11
01/07/24 17:09:00,51.28,46.75,38.24,30.07
01/07/24 17:10:00,51.12,46.64,38.11,29.96
01/07/24 17:11:00,50.88,46.50,37.95,30.06
01/07/24 17:12:00,50.67,46.51,37.87,30.10
01/07/24 17:13:00,50.43,46.20,37.74,30.00
01/07/24 17:14:00,50.29,46.22,37.65,30.00
01/07/24 17:15:00,50.13,45.90,37.56,29.90
01/07/24 17:16:00,49.87,45.36,37.46,29.51
01/07/24 17:17:00,49.72,45.56,37.27,29.60
01/07/24 17:18:00,49.52,45.40,37.12,29.51
01/07/24 17:19:00,49.30,45.16,37.01,29.49
01/07/24 17:20:00,49.15,44.95,36.95,29.30
01/07/24 17:21:00,48.92,44.40,36.77,29.00
01/07/24 17:22:00,48.73,44.36,36.61,28.82
01/07/24 17:23:00,48.46,44.33,36.46,28.84
01/07/24 17:24:00,48.21,44.02,36.29,28.69
01/07/24 17:25:00,47.96,44.00,36.14,28.68
01/07/24 17:26:00,47.74,43.71,36.04,28.69
01/07/24 17:27:00,47.45,43.46,35.86,28.58
01/07/24 17:28:00,47.29,43.37,35.66,28.51
01/07/24 17:29:00,47.03,43.09,35.60,28.43
01/07/24 17:30:00,46.82,43.10,35.46,28.37
01/07/24 17:31:00,46.68,42.97,35.37,28.52
01/07/24 17:32:00,46.51,42.65,35.24,28.37
01/07/24 17:33:00,46.26,42.18,35.09,28.12
01/07/24 17:34:00,46.09,42.20,34.99,28.09
01/07/24 17:35:00,45.97,42.31,34.87,28.09
01/07/24 17:36:00,45.77,42.18,34.80,28.05
01/07/24 17:37:00,45.57,41.74,34.63,27.89
01/07/24 17:38:00,45.35,41.62,34.51,27.86
01/07/24 17:39:00,45.15,41.46,34.40,27.72
01/07/24 17:40:00,44.92,41.11,34.30,27.47
01/07/24 17:41:00,44.75,40.86,34.08,27.34
01/07/24 17:42:00,44.52,40.99,33.97,27.32
01/07/24 17:43:00,44.33,40.94,33.82,27.37
01/07/24 17:44:00,44.14,40.55,33.75,27.31
01/07/24 17:45:00,43.89,40.15,33.63,27.08
01/07/24 17:46:00,43.70,40.25,33.48,27.14
01/07/24 17:47:00,43.48,40.09,33.33,27.10
01/07/24 17:48:00,43.27,39.63,33.22,26.80
01/07/24 17:49:00,43.08,39.61,33.07,26.77
01/07/24 17:50:00,42.91,39.58,32.92,26.83
01/07/24 17:51:00,42.71,39.51,32.88,26.78
01/07/24 17:52:00,42.54,39.13,32.74,26.65
01/07/24 17:53:00,42.34,39.16,32.58,26.69
01/07/24 17:54:00,42.11,38.94,32.50,26.60
01/07/24 17:55:00,41.89,38.57,32.35,26.42
01/07/24 17:56:00,41.69,38.45,32.29,26.30
01/07/24 17:57:00,41.52,38.41,32.15,26.26
01/07/24 17:58:00,41.30,38.11,31.98,26.20
01/07/24 17:59:00,41.11,37.79,31.86,26.04
01/07/24 18:00:00,40.93,37.54,31.75,25.80
01/07/24 18:01:00,40.72,37.56,31.56,25.78
01/07/24 18:02:00,40.52,37.49,31.43,25.65
01/07/24 18:03:00,40.30,37.36,31.33,25.59
01/07/24 18:04:00,40.16,37.13,31.20,25.49
01/07/24 18:05:00,39.95,36.99,31.10,25.55
01/07/24 18:06:00,39.78,36.86,30.94,25.42
01/07/24 18:07:00,39.59,36.57,30.84,25.45
01/07/24 18:08:00,39.41,36.56,30.69,25.47
01/07/24 18:09:00,39.22,36.38,30.61,25.54
01/07/24 18:10:00,39.05,36.07,30.52,25.31
01/07/24 18:11:00,38.83,36.01,30.38,25.20
01/07/24 18:12:00,38.60,35.93,30.32,25.16
01/07/24 18:13:00,38.48,35.77,30.19,25.17
01/07/24 18:14:00,38.33,35.65,30.11,25.16
01/07/24 18:15:00,38.09,35.47,29.99,25.12
01/07/24 18:16:00,37.97,35.31,29.92,25.10
01/07/24 18:17:00,37.82,35.19,29.79,25.07
01/07/24 18:18:00,37.65,35.04,29.72,25.04
01/07/24 18:19:00,37.47,34.78,29.66,25.00
01/07/24 18:20:00,37.33,34.67,29.56,24.94
01/07/24 18:21:00,37.19,34.54,29.46,24.80
01/07/24 18:22:00,37.00,34.30,29.39,24.75
01/07/24 18:23:00,36.87,34.24,29.29,24.64
01/07/24 18:24:00,36.72,34.13,29.15,24.63
01/07/24 18:25:00,36.51,34.12,29.13,24.66
01/07/24 18:26:00,36.41,34.04,29.03,24.65
01/07/24 18:27:00,36.29,33.85,29.00,24.51
01/07/24 18:28:00,36.08,33.63,28.84,24.43
01/07/24 18:29:00,35.91,33.40,28.78,24.23
01/07/24 18:30:00,35.77,33.36,28.66,24.19
01/07/24 18:31:00,35.61,33.32,28.59,24.19
01/07/24 18:32:00,35.48,33.30,28.51,24.15
01/07/24 18:33:00,35.37,33.16,28.41,24.17
01/07/24 18:34:00,35.24,33.18,28.28,24.25
01/07/24 18:35:00,35.09,32.91,28.23,24.10
01/07/24 18:36:00,34.99,32.65,28.14,23.88
01/07/24 18:37:00,34.83,32.66,28.06,23.95
01/07/24 18:38:00,34.71,32.64,27.96,23.97
01/07/24 18:39:00,34.57,32.52,27.87,23.99
01/07/24 18:40:00,34.42,32.43,27.85,23.96
01/07/24 18:41:00,34.35,32.22,27.77,23.90
01/07/24 18:42:00,34.22,32.10,27.68,23.87
01/07/24 18:43:00,34.12,32.12,27.67,23.81
01/07/24 18:44:00,33.95,31.95,27.58,23.73
01/07/24 18:45:00,33.86,31.82,27.47,23.59
01/07/24 18:46:00,33.72,31.60,27.41,23.44
01/07/24 18:47:00,33.64,31.59,27.31,23.42
01/07/24 18:48:00,33.47,31.50,27.24,23.36
01/07/24 18:49:00,33.38,31.33,27.13,23.31
01/07/24 18:50:00,33.25,31.32,27.08,23.27
01/07/24 18:51:00,33.14,31.18,26.98,23.31
01/07/24 18:52:00,33.03,31.22,26.94,23.38
01/07/24 18:53:00,33.00,31.04,26.88,23.39
01/07/24 18:54:00,32.83,30.95,26.79,23.30
01/07/24 18:55:00,32.73,30.93,26.74,23.33
01/07/24 18:56:00,32.63,30.79,26.70,23.27
01/07/24 18:57:00,32.48,30.63,26.64,23.20
01/07/24 18:58:00,32.46,30.66,26.57,23.18
01/07/24 18:59:00,32.36,30.56,26.51,23.16
01/07/24 19:00:00,32.23,30.39,26.45,23.05
01/07/24 19:01:00,32.12,30.27,26.38,23.02
01/07/24 19:02:00,32.00,30.24,26.32,22.93
01/07/24 19:03:00,31.93,30.24,26.24,23.01
01/07/24 19:04:00,31.84,30.14,26.22,22.97
01/07/24 19:05:00,31.70,30.01,26.16,22.88
01/07/24 19:06:00,31.66,29.88,26.08,22.82
01/07/24 19:07:00,31.57,29.92,26.05,22.75
01/07/24 19:08:00,31.51,29.73,25.98,22.71
01/07/24 19:09:00,31.37,29.80,25.91,22.76
01/07/24 19:10:00,31.30,29.64,25.87,22.66
01/07/24 19:11:00,31.23,29.69,25.85,22.71
01/07/24 19:12:00,31.09,29.53,25.80,22.67
01/07/24 19:13:00,31.01,29.40,25.67,22.65
01/07/24 19:14:00,30.94,29.34,25.63,22.64
01/07/24 19:15:00,30.84,29.14,25.57,22.52
01/07/24 19:16:00,30.73,29.16,25.59,22.53
01/07/24 19:17:00,30.67,29.14,25.49,22.56
01/07/24 19:18:00,30.59,29.06,25.44,22.54
01/07/24 19:19:00,30.50,28.96,25.37,22.51
01/07/24 19:20:00,30.42,28.90,25.35,22.50
01/07/24 19:21:00,30.35,28.87,25.30,22.56
01/07/24 19:22:00,30.25,28.63,25.30,22.41
01/07/24 19:23:00,30.17,28.64,25.22,22.38
01/07/24 19:24:00,30.10,28.68,25.16,22.41
01/07/24 19:25:00,30.03,28.56,25.11,22.43
01/07/24 19:26:00,29.95,28.49,25.08,22.45
01/07/24 19:27:00,29.89,28.50,25.06,22.41
01/07/24 19:28:00,29.80,28.34,25.03,22.36
01/07/24 19:29:00,29.72,28.27,24.99,22.27
01/07/24 19:30:00,29.65,28.28,24.93,22.30
01/07/24 19:31:00,29.58,28.16,24.91,22.29
01/07/24 19:32:00,29.51,28.13,24.88,22.31
01/07/24 19:33:00,29.43,28.04,24.83,22.25
01/07/24 19:34:00,29.38,27.96,24.76,22.18
01/07/24 19:35:00,29.27,27.93,24.77,22.21
01/07/24 19:36:00,29.21,27.84,24.67,22.15
01/07/24 19:37:00,29.16,27.75,24.65,22.07
01/07/24 19:38:00,29.07,27.72,24.59,22.09
01/07/24 19:39:00,28.96,27.58,24.58,22.02
01/07/24 19:40:00,28.92,27.51,24.52,21.92
01/07/24 19:41:00,28.87,27.54,24.47,22.01
01/07/24 19:42:00,28.82,27.46,24.46,22.00
01/07/24 19:43:00,28.68,27.48,24.38,22.03
01/07/24 19:44:00,28.63,27.31,24.36,21.94
01/07/24 19:45:00,28.60,27.28,24.32,21.85
01/07/24 19:46:00,28.53,27.19,24.25,21.83
01/07/24 19:47:00,28.48,27.18,24.21,21.81
01/07/24 19:48:00,28.42,27.12,24.16,21.75
01/07/24 19:49:00,28.31,27.14,24.13,21.73
01/07/24 19:50:00,28.26,26.97,24.08,21.67
01/07/24 19:51:00,28.22,26.90,24.04,21.67
01/07/24 19:52:00,28.14,26.94,24.02,21.69
01/07/24 19:53:00,28.06,26.84,23.96,21.72
01/07/24 19:54:00,28.02,26.84,23.92,21.70
01/07/24 19:55:00,27.94,26.81,23.92,21.73
01/07/24 19:56:00,27.88,26.64,23.90,21.69
01/07/24 19:57:00,27.82,26.62,23.85,21.57
01/07/24 19:58:00,27.78,26.55,23.79,21.50
01/07/24 19:59:00,27.71,26.45,23.74,21.47
01/07/24 20:00:00,27.65,26.47,23.71,21.48
01/07/24 20:01:00,27.59,26.43,23.65,21.48
01/07/24 20:02:00,27.51,26.35,23.66,21.39
01/07/24 20:03:00,27.45,26.36,23.61,21.45
01/07/24 20:04:00,27.40,26.28,23.55,21.37
01/07/24 20:05:00,27.37,26.19,23.52,21.31
01/07/24 20:06:00,27.30,26.12,23.46,21.22
01/07/24 20:07:00,27.24,26.14,23.44,21.31
01/07/24 20:08:00,27.22,26.08,23.37,21.24
01/07/24 20:09:00,27.10,25.98,23.36,21.20
01/07/24 20:10:00,27.08,25.96,23.36,21.20
01/07/24 20:11:00,27.02,25.94,23.31,21.29
01/07/24 20:12:00,26.99,25.98,23.28,21.22
01/07/24 20:13:00,26.92,25.87,23.23,21.25
01/07/24 20:14:00,26.90,25.87,23.18,21.26
01/07/24 20:15:00,26.81,25.79,23.18,21.20
01/07/24 20:16:00,26.78,25.71,23.15,21.17
01/07/24 20:17:00,26.70,25.70,23.11,21.17
01/07/24 20:18:00,26.64,25.66,23.11,21.14
01/07/24 20:19:00,26.66,25.58,23.03,21.13
01/07/24 20:20:00,26.59,25.55,23.06,21.11
01/07/24 20:21:00,26.53,25.59,22.98,21.07
01/07/24 20:22:00,26.49,25.50,22.93,21.06
01/07/24 20:23:00,26.45,25.41,22.96,21.10
01/07/24 20:24:00,26.36,25.46,22.96,21.11
01/07/24 20:25:00,26.32,25.38,22.88,21.11
01/07/24 20:26:00,26.24,25.28,22.90,20.97
01/07/24 20:27:00,26.25,25.24,22.84,20.99
01/07/24 20:28:00,26.21,25.22,22.83,21.02
01/07/24 20:29:00,26.12,25.18,22.81,21.00
01/07/24 20:30:00,26.08,25.12,22.80,21.00
01/07/24 20:31:00,26.03,25.09,22.73,20.93
01/07/24 20:32:00,25.99,25.09,22.74,20.90
01/07/24 20:33:00,25.94,25.08,22.66,20.98
01/07/24 20:34:00,25.91,24.94,22.70,20.92
01/07/24 20:35:00,25.87,24.95,22.64,20.94
01/07/24 20:36:00,25.87,24.88,22.64,20.93
01/07/24 20:37:00,25.79,24.87,22.61,20.94
01/07/24 20:38:00,25.73,24.84,22.58,20.92
01/07/24 20:39:00,25.70,24.81,22.55,20.97
01/07/24 20:40:00,25.67,24.76,22.52,20.93
01/07/24 20:41:00,25.63,24.73,22.46,20.88
01/07/24 20:42:00,25.56,24.75,22.50,20.89
01/07/24 20:43:00,25.51,24.67,22.49,20.84
01/07/24 20:44:00,25.48,24.64,22.48,20.91
01/07/24 20:45:00,25.50,24.58,22.43,20.89
01/07/24 20:46:00,25.41,24.54,22.42,20.79
01/07/24 20:47:00,25.38,24.56,22.39,20.86
01/07/24 20:48:00,25.34,24.51,22.36,20.79
01/07/24 20:49:00,25.30,24.48,22.34,20.85
01/07/24 20:50:00,25.30,24.46,22.33,20.78
01/07/24 20:51:00,25.26,24.44,22.33,20.77
01/07/24 20:52:00,25.19,24.36,22.32,20.79
01/07/24 20:53:00,25.12,24.31,22.27,20.73
01/07/24 20:54:00,25.10,24.33,22.29,20.75
01/07/24 20:55:00,25.08,24.30,22.25,20.72
01/07/24 20:56:00,25.03,24.26,22.23,20.68
01/07/24 20:57:00,25.01,24.21,22.19,20.68
01/07/24 20:58:00,24.97,24.18,22.17,20.69
01/07/24 20:59:00,24.92,24.19,22.16,20.67
01/07/24 21:00:00,24.88,24.10,22.13,20.67
01/07/24 21:01:00,24.87,24.13,22.11,20.64
01/07/24 21:02:00,24.83,24.07,22.11,20.69
01/07/24 21:03:00,24.78,24.03,22.10,20.68
01/07/24 21:04:00,24.77,24.04,22.04,20.67
01/07/24 21:05:00,24.73,24.00,22.08,20.70
01/07/24 21:06:00,24.68,23.93,22.02,20.66
01/07/24 21:07:00,24.68,23.91,21.98,20.62
01/07/24 21:08:00,24.62,23.94,21.98,20.61
01/07/24 21:09:00,24.60,23.86,21.97,20.60
01/07/24 21:10:00,24.57,23.87,22.00,20.60
01/07/24 21:11:00,24.55,23.80,21.93,20.57
01/07/24 21:12:00,24.50,23.78,21.90,20.57
01/07/24 21:13:00,24.42,23.78,21.92,20.53
01/07/24 21:14:00,24.42,23.75,21.89,20.53
01/07/24 21:15:00,24.40,23.72,21.83,20.49
01/07/24 21:16:00,24.37,23.73,21.87,20.48
01/07/24 21:17:00,24.34,23.60,21.80,20.49
01/07/24 21:18:00,24.30,23.62,21.77,20.49
01/07/24 21:19:00,24.23,23.56,21.81,20.49
01/07/24 21:20:00,24.23,23.57,21.77,20.51
01/07/24 21:21:00,24.21,23.54,21.73,20.53
01/07/24 21:22:00,24.16,23.56,21.74,20.49
01/07/24 21:23:00,24.19,23.49,21.73,20.47
01/07/24 21:24:00,24.13,23.48,21.67,20.43
01/07/24 21:25:00,24.09,23.48,21.68,20.47
01/07/24 21:26:00,24.06,23.41,21.67,20.40
01/07/24 21:27:00,24.05,23.35,21.65,20.34
01/07/24 21:28:00,24.02,23.35,21.61,20.39
01/07/24 21:29:00,23.97,23.36,21.58,20.37
01/07/24 21:30:00,23.97,23.32,21.67,20.35
01/07/24 21:31:00,23.94,23.32,21.57,20.31
01/07/24 21:32:00,23.91,23.23,21.55,20.35
01/07/24 21:33:00,23.84,23.23,21.51,20.37
01/07/24 21:34:00,23.83,23.28,21.50,20.36
01/07/24 21:35:00,23.82,23.22,21.50,20.37
01/07/24 21:36:00,23.80,23.22,21.51,20.34
01/07/24 21:37:00,23.73,23.17,21.48,20.31
01/07/24 21:38:00,23.76,23.09,21.46,20.23
01/07/24 21:39:00,23.67,23.08,21.45,20.24
01/07/24 21:40:00,23.66,23.04,21.43,20.22
01/07/24 21:41:00,23.62,23.07,21.40,20.23
01/07/24 21:42:00,23.65,23.07,21.36,20.25
01/07/24 21:43:00,23.61,23.08,21.40,20.26
01/07/24 21:44:00,23.59,23.02,21.35,20.25
01/07/24 21:45:00,23.55,23.00,21.31,20.18
01/07/24 21:46:00,23.50,22.93,21.33,20.18
01/07/24 21:47:00,23.53,22.94,21.33,20.20
01/07/24 21:48:00,23.51,22.93,21.33,20.15
01/07/24 21:49:00,23.44,22.90,21.31,20.17
01/07/24 21:50:00,23.41,22.88,21.25,20.16
01/07/24 21:51:00,23.43,22.84,21.26,20.06
01/07/24 21:52:00,23.39,22.80,21.23,20.03
01/07/24 21:53:00,23.35,22.77,21.22,20.03
01/07/24 21:54:00,23.30,22.78,21.18,20.03
01/07/24 21:55:00,23.29,22.81,21.17,20.01
01/07/24 21:56:00,23.32,22.79,21.16,20.02
01/07/24 21:57:00,23.24,22.71,21.14,19.97
01/07/24 21:58:00,23.26,22.70,21.07,19.98
01/07/24 21:59:00,23.17,22.68,21.10,19.95
01/07/24 22:00:00,23.15,22.68,21.09,19.96
01/07/24 22:01:00,23.12,22.65,21.03,19.99
01/07/24 22:02:00,23.16,22.65,21.05,20.00
01/07/24 22:03:00,23.13,22.62,21.08,19.99
